Question_ID,Question,GreedyDist+PR
265,"Doctor, I think I had a reaction to a medication I was taking. I feel weak and my heart is racing.",15
266,"Doctor, I've been experiencing extreme fatigue and weight loss recently. In addition, I noticed a persistent pain in my abdomen. After some tests, it turns out that I have been diagnosed with adrenal cancer. What medical tests do I need to take?",14
267,"Doctor, I have been experiencing blurry vision lately. I think I might have myopia.",5
268,"Doctor, I am experiencing pain and stiffness in my joints. It's difficult for me to move and perform daily tasks. I was wondering if you could tell me what's going on?",14
269,"Doctor, I have been feeling quite tired and experiencing weight gain lately. I think I might have a thyroid problem.",8
270,"Hi doctor, my throat hurts and I'm having difficulty swallowing. I think I might have pharyngitis. ",16
271,"Doctor, I have been having consistent joint pain and unexplained fever for a few weeks now. My heart also seems to beat faster than usual at times. I am worried that I might have chronic rheumatic fever.",13
272,"Doctor, I have been feeling weak and lethargic lately. My muscles are cramping, and I have been experiencing frequent episodes of tingling sensations in my hands and feet. I had a feeling this could be related to my kidneys, but I am not sure. Could you please tell me what medical tests I need to go through?",18
273,"Doctor, I'm having difficulty seeing objects clearly and colors appear less bright than they used to. I think I might be experiencing macular degeneration.",11
274,"Doctor, I have been experiencing a persistent cough and shortness of breath for the past few days. I fear I might have developed pneumonia. ",6
275,"Doctor, I have cold sores on my lips. What do you suggest for its treatment?",5
276,"Doctor, I have been experiencing occasional palpitations and a fluttering sensation in my chest. It's really worrying me.",5
278,"Doctor, I have noticed a lump in one of my testicles and also feel a dull but persistent pain. Do you have any idea what it could be?",6
279,"Doctor, I have been experiencing severe headaches and neck pain lately. I also feel nauseous all the time. My friend told me that I might have hydrocephalus.",12
280,"I'm worried about my breast, it feels lumpy and painful. Do you think it could be breast cancer?",9
281,"Doctor, I have been feeling very weak and tired lately. My skin has also become very pale. I'm worried that I might have anemia.",14
282,"Hi, doctor. I've been experiencing a lot of abdominal pain and vomiting recently, and I noticed that my stool has been darker than usual. ",14
283,Hi doctor. I have been experiencing unusual vaginal bleeding and have been feeling tired lately. I think it might be something serious. ,10
284,"Hi doctor, I've been having trouble breathing and coughing a lot lately. I was reading up on it and I think I might have cystic fibrosis.",9
285,"Doctor, I have a skin rash that is red and painful in the folds of my skin. It's been bothering me for a while now. What should I do?",13
286,"Hi doctor, I have been feeling very weak lately and my skin has been becoming darker. I think it might be possible that I am experiencing glucocorticoid deficiency. ",12
287,"Hi Doctor, I have been experiencing a lot of pain and discomfort in my jaw, especially when I try to chew or yawn.",16
288,"Doctor, I have been experiencing some symptoms such as abdominal pain, jaundice, and tremors. I am worried that I may have Wilson disease. ",9
289,"Doctor, I have been experiencing urinary tract infections quite frequently lately. Also, sometimes I feel pain while urinating. I am concerned and wondering what tests I need to undergo.",7
290,"Doctor, I have been experiencing dry skin, night blindness and frequent infections. I guess it might be due to Vitamin A deficiency. What medical tests should I take?",13
291,"Hi doctor, I think I might have gonorrhea. I have been experiencing painful urination and abnormal discharge. ",6
292,"Doctor, I think I may have fractured my rib. I'm experiencing a sharp pain every time I take a breath or move my torso.",12
293,"Doctor, I have been diagnosed with Ependymoma. What medical tests do I need to undergo?",2
294,"Doctor, I have been feeling weak and tired lately, and I've noticed a yellow tint to my skin and eyes. I'm worried that I might have hepatitis.",18
295,"Doctor, I have been experiencing some discomfort in my vaginal area and noticed a small lump. After some research, I think I may have a vaginal cyst. What tests should I take?",11
296,"Doctor, I have an open wound on my shoulder and it's not healing properly. What tests do I need?",11
297,I've been having severe pelvic pain and abnormal vaginal bleeding. My gynecologist thinks it might be an ectopic pregnancy.,11
298,"Hi, doctor. I have been experiencing chronic knee pain for some time now. ",8
299,"Doctor, I have a small yellowish bump on the white part of my eye. It looks like it's growing. What tests should I take to find out what it is?",7
300,"Hi doctor, I've been experiencing some strange symptoms like fatigue and joint pain lately. My skin also seems to be extremely dry and itchy. Do you know what's causing this?",17
301,"Doctor, I think I am suffering from alcohol abuse. I feel the need to drink most of the time and my family members have also mentioned that I may have a drinking problem.",13
302,"Doctor, I have been experiencing some pain and numbness in my hands lately. My fingers also feel weak and sometimes I drop things. ",15
303,"Doctor, I have been experiencing issues with my hormone levels, and I suspect it may be due to a pituitary disorder. Can you help me figure out what's going on?",6
304,"Doctor, I have been experiencing intense pain in my lower abdomen and my back for the past few days. It feels like a sharp, stabbing pain that comes and goes. I have also been having difficulty passing urine.",8
305,"Hi doctor, I suspect that I might have autism. I find it hard to communicate with others and socialize. ",14
306,"Doctor, I've been experiencing swollen lymph nodes and fatigue after being scratched by my cat. I think it might be cat scratch disease.",11
307,"Doctor, I have been experiencing difficulty in seeing from my left eye. I was diagnosed with chronic glaucoma a few years back. What should I do?",11
