Question_ID,Question,GreedyDist,GreedyDist_distance,GreedyDist_subgraph,GreedyDist_subgraph_distance
238,"Doctor, I think I have a problem with drug abuse, specifically opioids, and I want to get help. ",169,3,169,3
239,"Doctor, I've been feeling fatigued and weak for a while now. Recently, I was diagnosed with myelodysplastic syndrome. What tests should I undergo to determine the severity of the disease?",200,2,200,2
240,"Doctor, I think I might have fractured my shoulder. It hurts a lot and I can't move it properly.",175,2,175,2
241,"Doctor, I have been experiencing swelling in my legs, frequent urination, and fatigue. I am worried that I might be suffering from something serious.",56,2,56,2
242,"Doctor, I am having a lot of pain in my lower abdomen and I'm worried about the health of my baby. I think I may be having a threatened pregnancy.",36,1,36,1
243,"Hi doctor, I have been having severe headache and fever for a few days now. I came to see you because I'm getting really worried about it. ",114,5,114,5
244,"Doctor, I have been experiencing redness and bleeding in my gums. I think I might have gum disease. ",114,2,114,2
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?",177,2,177,2
246,"Doctor, I have been experiencing abdominal pain and vomiting blood. I think I may have a gastrointestinal hemorrhage.",190,2,190,2
247,"Doctor, I am experiencing red and itchy rashes on my scalp and face. I have been diagnosed with seborrheic dermatitis, what tests do I need to take?",20,1,17,1
248,"Doctor, I've been struggling with drug abuse, specifically methamphetamine addiction. What medical tests do I need?",138,2,138,2
249,"Doctor, I have been experiencing severe neck pain and stiffness. It's difficult for me to turn my head to one side, and I feel as if my neck muscles are constantly contracted.",89,2,89,2
250,"Doctor, I have been feeling very weak lately, and I think it's because of the antihypertensive medication I have been taking. I have been experiencing dizziness and severe fatigue.",27,1,25,1
251,"Doctor, I have been having these headaches that start from the back of my head and go up to my forehead. They feel like a tight band around my head. What could be causing this and what tests should I do?",16,1,14,1
252,"Doctor, I have been experiencing some symptoms that I think may be related to alcohol intoxication. I feel dizzy, disoriented, and my speech is slurred. Can you help me figure out what is happening?",20,1,16,1
253,"Doctor, I think I might have scurvy. I've been feeling weak, tired and my gums bleed easily.",19,1,15,1
254,"Doctor, I've been experiencing excessive daytime sleepiness and sudden loss of muscle tone while I'm awake. I also sometimes have hallucinations when I'm about to fall asleep.",92,2,92,2
255,"Doctor, I think I may have a food allergy. Every time I eat peanuts, I get a rash on my skin.",24,2,24,2
256,"Doctor, I have been experiencing dizziness, vertigo, and ringing in my ears. I think I might be having Labyrinthitis. What tests do I need to take to confirm this?",33,1,32,1
257,"Hi doctor, I've been feeling really anxious lately. My heart races, I feel uneasy and worried all the time.",18,1,16,1
258,"Doctor, I am having trouble controlling my impulses. I feel like I need help.",153,3,153,3
259,"Hi doctor, I've been having a lot of trouble with my tear duct lately. It's been really painful and watery. What's going on?",147,5,147,5
260,"Hi doctor, I am experiencing a lot of pain and swelling in my nose for the past few days. I think it might be an abscess.",26,1,26,1
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?",176,2,176,2
262,"Doctor, I've been feeling fatigued and dizzy lately. I've also noticed that I bruise easily and have been getting frequent nosebleeds. I'm really worried, do you think I might have leukemia?",191,2,191,2
263,"Doctor, I am experiencing sudden weakness on one side of my face and an inability to close one of my eyes. Also, I am finding it difficult to eat and drink properly.",182,2,182,2
264,"Hi doctor, I've been experiencing eye redness, itching and tearing up for the past few days. I think it might be due to my allergies.",82,2,82,2
265,"Doctor, I think I had a reaction to a medication I was taking. I feel weak and my heart is racing.",181,3,181,3
266,"Doctor, I've been experiencing extreme fatigue and weight loss recently. In addition, I noticed a persistent pain in my abdomen. After some tests, it turns out that I have been diagnosed with adrenal cancer. What medical tests do I need to take?",68,1,68,1
267,"Doctor, I have been experiencing blurry vision lately. I think I might have myopia.",40,2,40,2
268,"Doctor, I am experiencing pain and stiffness in my joints. It's difficult for me to move and perform daily tasks. I was wondering if you could tell me what's going on?",89,2,89,2
269,"Doctor, I have been feeling quite tired and experiencing weight gain lately. I think I might have a thyroid problem.",29,1,29,1
270,"Hi doctor, my throat hurts and I'm having difficulty swallowing. I think I might have pharyngitis. ",99,2,99,2
271,"Doctor, I have been having consistent joint pain and unexplained fever for a few weeks now. My heart also seems to beat faster than usual at times. I am worried that I might have chronic rheumatic fever.",149,2,149,2
272,"Doctor, I have been feeling weak and lethargic lately. My muscles are cramping, and I have been experiencing frequent episodes of tingling sensations in my hands and feet. I had a feeling this could be related to my kidneys, but I am not sure. Could you please tell me what medical tests I need to go through?",36,1,33,1
273,"Doctor, I'm having difficulty seeing objects clearly and colors appear less bright than they used to. I think I might be experiencing macular degeneration.",53,2,53,2
274,"Doctor, I have been experiencing a persistent cough and shortness of breath for the past few days. I fear I might have developed pneumonia. ",116,5,116,5
275,"Doctor, I have cold sores on my lips. What do you suggest for its treatment?",158,2,158,2
276,"Doctor, I have been experiencing occasional palpitations and a fluttering sensation in my chest. It's really worrying me.",112,3,112,3
278,"Doctor, I have noticed a lump in one of my testicles and also feel a dull but persistent pain. Do you have any idea what it could be?",135,2,135,2
279,"Doctor, I have been experiencing severe headaches and neck pain lately. I also feel nauseous all the time. My friend told me that I might have hydrocephalus.",197,5,197,5
280,"I'm worried about my breast, it feels lumpy and painful. Do you think it could be breast cancer?",121,2,121,2
281,"Doctor, I have been feeling very weak and tired lately. My skin has also become very pale. I'm worried that I might have anemia.",141,2,141,2
282,"Hi, doctor. I've been experiencing a lot of abdominal pain and vomiting recently, and I noticed that my stool has been darker than usual. ",34,1,34,1
283,Hi doctor. I have been experiencing unusual vaginal bleeding and have been feeling tired lately. I think it might be something serious. ,106,5,106,5
284,"Hi doctor, I've been having trouble breathing and coughing a lot lately. I was reading up on it and I think I might have cystic fibrosis.",117,2,117,2
285,"Doctor, I have a skin rash that is red and painful in the folds of my skin. It's been bothering me for a while now. What should I do?",111,2,111,2
286,"Hi doctor, I have been feeling very weak lately and my skin has been becoming darker. I think it might be possible that I am experiencing glucocorticoid deficiency. ",57,2,57,2
287,"Hi Doctor, I have been experiencing a lot of pain and discomfort in my jaw, especially when I try to chew or yawn.",176,2,176,2
288,"Doctor, I have been experiencing some symptoms such as abdominal pain, jaundice, and tremors. I am worried that I may have Wilson disease. ",39,1,39,1
289,"Doctor, I have been experiencing urinary tract infections quite frequently lately. Also, sometimes I feel pain while urinating. I am concerned and wondering what tests I need to undergo.",29,1,29,1
290,"Doctor, I have been experiencing dry skin, night blindness and frequent infections. I guess it might be due to Vitamin A deficiency. What medical tests should I take?",40,1,40,1
