Question_ID,Question,Greedy,GreedyDist,GreedyGen
240,"Doctor, I think I might have fractured my shoulder. It hurts a lot and I can't move it properly.",1123,180,1123
241,"Doctor, I have been experiencing swelling in my legs, frequent urination, and fatigue. I am worried that I might be suffering from something serious.",304,22,1123
242,"Doctor, I am having a lot of pain in my lower abdomen and I'm worried about the health of my baby. I think I may be having a threatened pregnancy.",647,43,1123
243,"Hi doctor, I have been having severe headache and fever for a few days now. I came to see you because I'm getting really worried about it. ",114,31,1123
244,"Doctor, I have been experiencing redness and bleeding in my gums. I think I might have gum disease. ",1123,128,1123
245,"Doctor, I have an open wound from my surgical incision. What medical tests do I need?",304,64,1123
246,"Doctor, I have been experiencing abdominal pain and vomiting blood. I think I may have a gastrointestinal hemorrhage.",304,63,1123
247,"Doctor, I am experiencing red and itchy rashes on my scalp and face. I have been diagnosed with seborrheic dermatitis, what tests do I need to take?",1123,44,1123
248,"Doctor, I've been struggling with drug abuse, specifically methamphetamine addiction. What medical tests do I need?",429,42,1123
249,"Doctor, I have been experiencing severe neck pain and stiffness. It's difficult for me to turn my head to one side, and I feel as if my neck muscles are constantly contracted.",647,23,1123
250,"Doctor, I have been feeling very weak lately, and I think it's because of the antihypertensive medication I have been taking. I have been experiencing dizziness and severe fatigue.",1123,29,1123
251,"Doctor, I have been having these headaches that start from the back of my head and go up to my forehead. They feel like a tight band around my head. What could be causing this and what tests should I do?",1123,26,1123
252,"Doctor, I have been experiencing some symptoms that I think may be related to alcohol intoxication. I feel dizzy, disoriented, and my speech is slurred. Can you help me figure out what is happening?",1123,27,1123
253,"Doctor, I think I might have scurvy. I've been feeling weak, tired and my gums bleed easily.",1123,23,1123
254,"Doctor, I've been experiencing excessive daytime sleepiness and sudden loss of muscle tone while I'm awake. I also sometimes have hallucinations when I'm about to fall asleep.",1123,186,1123
255,"Doctor, I think I may have a food allergy. Every time I eat peanuts, I get a rash on my skin.",429,14,1123
256,"Doctor, I have been experiencing dizziness, vertigo, and ringing in my ears. I think I might be having Labyrinthitis. What tests do I need to take to confirm this?",1123,35,1123
257,"Hi doctor, I've been feeling really anxious lately. My heart races, I feel uneasy and worried all the time.",1123,19,1123
258,"Doctor, I am having trouble controlling my impulses. I feel like I need help.",429,169,1123
259,"Hi doctor, I've been having a lot of trouble with my tear duct lately. It's been really painful and watery. What's going on?",147,20,1123
260,"Hi doctor, I am experiencing a lot of pain and swelling in my nose for the past few days. I think it might be an abscess.",647,45,1123
261,"Doctor, I have been experiencing some pain and swelling around my bellybutton. I also noticed some redness and discharge from the area. What could be the problem?",1123,19,1101
262,"Doctor, I've been feeling fatigued and dizzy lately. I've also noticed that I bruise easily and have been getting frequent nosebleeds. I'm really worried, do you think I might have leukemia?",304,88,1123
263,"Doctor, I am experiencing sudden weakness on one side of my face and an inability to close one of my eyes. Also, I am finding it difficult to eat and drink properly.",1123,15,1123
264,"Hi doctor, I've been experiencing eye redness, itching and tearing up for the past few days. I think it might be due to my allergies.",647,18,1123
265,"Doctor, I think I had a reaction to a medication I was taking. I feel weak and my heart is racing.",429,199,1123
266,"Doctor, I've been experiencing extreme fatigue and weight loss recently. In addition, I noticed a persistent pain in my abdomen. After some tests, it turns out that I have been diagnosed with adrenal cancer. What medical tests do I need to take?",647,84,1123
267,"Doctor, I have been experiencing blurry vision lately. I think I might have myopia.",429,15,1123
268,"Doctor, I am experiencing pain and stiffness in my joints. It's difficult for me to move and perform daily tasks. I was wondering if you could tell me what's going on?",647,21,1123
269,"Doctor, I have been feeling quite tired and experiencing weight gain lately. I think I might have a thyroid problem.",1123,37,1123
270,"Hi doctor, my throat hurts and I'm having difficulty swallowing. I think I might have pharyngitis. ",1123,18,1123
271,"Doctor, I have been having consistent joint pain and unexplained fever for a few weeks now. My heart also seems to beat faster than usual at times. I am worried that I might have chronic rheumatic fever.",304,51,1123
272,"Doctor, I have been feeling weak and lethargic lately. My muscles are cramping, and I have been experiencing frequent episodes of tingling sensations in my hands and feet. I had a feeling this could be related to my kidneys, but I am not sure. Could you please tell me what medical tests I need to go through?",1123,55,1123
273,"Doctor, I'm having difficulty seeing objects clearly and colors appear less bright than they used to. I think I might be experiencing macular degeneration.",250,50,1123
274,"Doctor, I have been experiencing a persistent cough and shortness of breath for the past few days. I fear I might have developed pneumonia. ",116,56,1123
275,"Doctor, I have cold sores on my lips. What do you suggest for its treatment?",1123,172,1123
276,"Doctor, I have been experiencing occasional palpitations and a fluttering sensation in my chest. It's really worrying me.",206,26,1123
277,"Doctor, I think I have Chancroid.",-1,-1,-1
278,"Doctor, I have noticed a lump in one of my testicles and also feel a dull but persistent pain. Do you have any idea what it could be?",1123,142,1110
279,"Doctor, I have been experiencing severe headaches and neck pain lately. I also feel nauseous all the time. My friend told me that I might have hydrocephalus.",206,67,1123
280,"I'm worried about my breast, it feels lumpy and painful. Do you think it could be breast cancer?",304,47,1123
281,"Doctor, I have been feeling very weak and tired lately. My skin has also become very pale. I'm worried that I might have anemia.",250,53,1123
282,"Hi, doctor. I've been experiencing a lot of abdominal pain and vomiting recently, and I noticed that my stool has been darker than usual. ",1123,37,1123
283,Hi doctor. I have been experiencing unusual vaginal bleeding and have been feeling tired lately. I think it might be something serious. ,107,40,1123
284,"Hi doctor, I've been having trouble breathing and coughing a lot lately. I was reading up on it and I think I might have cystic fibrosis.",250,49,1123
285,"Doctor, I have a skin rash that is red and painful in the folds of my skin. It's been bothering me for a while now. What should I do?",429,43,1123
286,"Hi doctor, I have been feeling very weak lately and my skin has been becoming darker. I think it might be possible that I am experiencing glucocorticoid deficiency. ",647,17,1123
287,"Hi Doctor, I have been experiencing a lot of pain and discomfort in my jaw, especially when I try to chew or yawn.",1123,14,1123
