Index,Question,Q_KeyEntities,Q_KGEntities,Answer,A_KeyEntities,A_KGEntities
62,"Doctor, I have been experiencing some vision problems lately, and I was diagnosed with high blood pressure a few months ago. I am worried that this might be affecting my eyesight.","['Vision problems', 'High blood pressure', 'Eye health']","['Diminished_vision', 'Retinopathy_due_to_high_blood_pressure', 'Symptoms_of_eye']","It sounds like you might have retinopathy due to high blood pressure. To confirm the diagnosis and evaluate the extent of the damage, I recommend an ophthalmic examination and evaluation. This will allow us to examine your eye and detect any abnormalities or changes in the retina. We may also need to perform other therapeutic procedures on your eyelids, conjunctiva, and cornea, as well as examine your foot and monitor your hemoglobin A1c levels. If we detect a retinal tear or detachment, we may need to perform a repair procedure as well.","['retinopathy', 'high blood pressure', 'ophthalmic examination and evaluation', 'abnormalities', 'changes in retina', 'therapeutic procedures', 'eyelids', 'conjunctiva', 'cornea', 'foot', 'hemoglobin A1c levels', 'retinal tear', 'detachment', 'repair procedure']","['Diabetic_retinopathy', 'Retinopathy_due_to_high_blood_pressure', 'Ophthalmic_examination_and_evaluation_(Eye_exam)', 'Excessive_growth', 'Diminished_vision', 'Other_therapeutic_procedures', 'Mass_on_eyelid', 'Other_therapeutic_procedures_on_eyelids;_conjunctiva;_cornea', 'Corneal_disorder', 'Examination_of_foot', 'Hemoglobin_A1c_measurement_(Hemoglobin_a1c_test)', 'Repair_of_retinal_tear;_detachment', 'Psychotherapy', 'Physical_therapy_exercises;_manipulation;_and_other_procedures']"
63,"Doctor, I've been experiencing a lot of itching and burning sensation in my vaginal area. I also have thick, white discharge. I think I might have a yeast infection.","['Itching in the vaginal area', 'Burning sensation in the vaginal area', 'Thick white discharge', 'Yeast infection. ']","['Vaginal_itching', 'Vaginal_pain', 'White_discharge_from_eye', 'Vaginal_yeast_infection']","Based on your symptoms, I would like to perform a pelvis exam to check for any inflammation or irregularities. Additionally, we will need to do a urinalysis, a standard pregnancy test, and a chlamydia test. We'll also need to perform a microscopic examination, including a bacterial smear, culture, and toxicology. Lastly, I'd like to examine your breasts and do a Pap smear to check for any abnormalities.","['Pelvis exam', 'Urinalysis', 'Pregnancy test', 'Chlamydia test', 'Microscopic examination', 'Bacterial smear', 'Bacterial culture', 'Toxicology', 'Breast exam', 'Pap smear', 'Abnormalities']","['Pelvis_exam', 'Urinalysis', 'Standard_pregnancy_test', 'Chlamydia_test', 'Microscopic_examination_(bacterial_smear;_culture;_toxicology)', 'Pap_smear', 'Lactobacillus_Acidophilus_And_Bulgaricus', 'Toxicology_screen', 'Examination_of_breast', 'Biopsy', 'Excessive_growth']"
64,"Doctor, I've been experiencing severe pain and tenderness behind my ear. I also have a fever and I'm having trouble hearing. I think I have mastoiditis.","['Severe pain and tenderness behind ear', 'Fever', 'Trouble hearing', 'Mastoiditis']","['Ear_pain', 'Fever', 'Diminished_hearing', 'Mastoiditis']","It's possible that you have mastoiditis. In order to confirm the diagnosis, we will need to perform several medical tests. First, we will do an X-ray computed tomography, also known as a Scan ct. We will also need to do an ophthalmologic and otologic diagnosis and treatment to check your eyes and ears. In addition to those, we may need to do a CAT scan of your head (Head ct) and Magnetic resonance imaging (Mri) to get a better view of your condition.","['X-ray computed tomography (Scan ct)', 'Ophthalmologic diagnosis and treatment', 'Otologic diagnosis and treatment', 'CAT scan of head (Head ct)', 'Magnetic resonance imaging (Mri)']","['X-ray_computed_tomography_(Scan_ct)', 'Ophthalmologic_and_otologic_diagnosis_and_treatment', 'Diagnostic_procedures_on_ear', 'CAT_scan_of_head_(Head_ct)', 'Magnetic_resonance_imaging_(Mri)']"
65,"Doctor, I fell from a height and I have difficulty breathing and a sharp pain in my chest. ","['Difficulty breathing', 'Sharp Chest Pain', 'Fell from a height']","['Difficulty_breathing', 'Sharp_chest_pain', 'Fainting']","Based on your symptoms, it is possible that you have a lung contusion. We need to conduct several medical tests to confirm the diagnosis.Patient What kind of medical tests do I need to undergo?","['Lung contusion', 'Medical tests']","['Lung_contusion', 'Hematologic_tests_(Blood_test)']"
66,"Doctor, I have been experiencing shortness of breath and chest pain lately. My father died of a heart disease, and I am concerned that I might have inherited it. What do you think could be the problem, and what tests do I need to take?","['Shortness of breath', 'Chest pain', 'Family history of heart disease', 'Inheritance of heart disease', 'Diagnostic tests']","['Shortness_of_breath', 'Sharp_chest_pain', 'Coronary_atherosclerosis', 'Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Hematologic_tests_(Blood_test)']","Based on your symptoms and family history of heart disease, you might be suffering from hypertrophic obstructive cardiomyopathy (HOCM). To diagnose it, we need to perform several medical tests, including radiographic imaging procedure, echocardiography, ultrasonography (ultrasound), diagnostic ultrasound of heart (echocardiogram), and perhaps even cardiac stress tests. Additionally, we may want to conduct a lipid panel to check your cholesterol levels. Psychotherapy may also prove helpful in managing the stress and anxiety caused by the disease.","['Hypertrophic obstructive cardiomyopathy (HOCM)', 'Radiographic imaging procedure', 'Echocardiography', 'Ultrasonography (ultrasound)', 'Diagnostic ultrasound of heart (echocardiogram)', 'Cardiac stress tests', 'Lipid panel', 'Psychotherapy']","['Hypertrophic_obstructive_cardiomyopathy_(HOCM)', 'Radiographic_imaging_procedure', 'Echocardiography', 'Ultrasonography_(Ultrasound)', 'Diagnostic_ultrasound_of_heart_(echocardiogram)', 'Cardiac_stress_tests', 'Lipid_panel', 'Psychotherapy']"
67,"Hi Doctor, I have been experiencing pain in my toe and I think it's because of an ingrown toenail. What should I do?","['Pain in toe', 'Ingrown toenail']","['Foot_or_toe_pain', 'Ingrown_toe_nail']","You should have an examination of your foot first to confirm if it is indeed an ingrown toenail. Then we might need to do an excision or removal of the nail. Additionally, we might need to perform wound care management and incision and drainage if necessary. We might also recommend other diagnostic procedures like an interview or evaluation to determine the root cause of the ingrown toenail.","['Ingrown toenail', 'Nail removal (Excision)', 'Wound care management', 'Incision and drainage', 'Diagnostic procedures']","['Ingrown_toe_nail', 'Excision_of_skin_lesion', 'Wound_care_management', 'Incision_and_drainage_(I_d)', 'Other_diagnostic_procedures_(interview;_evaluation;_consultation)']"
68,"Doctor, I've been having trouble breathing and coughing a lot lately. I also feel very tired all the time. ","['Trouble breathing', 'Coughing', 'Tiredness']","['Difficulty_breathing', 'Cough', 'Sleepiness']","It sounds like you may be experiencing pulmonary eosinophilia. In order for us to confirm that diagnosis, we will need to run some tests. Specifically, we will need to perform a radiographic imaging procedure such as a plain x-ray to assess the condition of your lungs. Additionally, we will need to run some hematologic tests including a complete blood count (CBC) to analyze your blood cell levels. We may also need to provide you with intravenous fluid replacement and an electrolytes panel to ensure that your body is functioning properly. Finally, we will need to assess your kidney function with a kidney function test.","['pulmonary eosinophilia', 'radiographic imaging procedure (X-ray)', 'hematologic tests (Complete blood count or CBC)', 'intravenous fluid replacement', 'electrolytes panel', 'kidney function test']","['Pulmonary_eosinophilia', 'Radiographic_imaging_procedure', 'Hematologic_tests_(Blood_test)', 'Intravenous_fluid_replacement', 'Electrolytes_panel', 'Kidney_function_tests_(Kidney_function_test)']"
69,"Doctor, I have an open wound on my hip and it's not healing. It's been a few days now and the pain is worse.","['Open wound on hip', 'Pain in hip']","['Open_wound_of_the_hip', 'Hip_pain']","Based on your description, I suggest we first perform wound care management and culture your wound. We need to see if any bacteria is present. Additionally, I recommend we perform a complete physical skin exam to assess the extent of the wound. Depending on the size of the wound, we might also need to suture it or apply a splint. If we suspect any bone involvement, a plain X-ray may be necessary. Finally, we may need to refer you to home health care service for ongoing wound care management.","['Wound care management', 'Wound culture', 'Physical skin exam', 'Wound size', 'Suture', 'Splint', 'Bone involvement', 'Plain X-ray', 'Home health care service']","['Wound_care_management', 'Culture_wound', 'Complete_physical_skin_exam_performed_(ML)', 'Suturing_of_wound', 'Intubation', 'Application_of_splint_(Splinting)', 'Bones_are_painful', 'Plain_x-ray_(X_ray)', 'Referral_to_home_health_care_service']"
70,"Doctor, my eyesight has been getting blurry and I am having difficulty seeing things clearly, especially at night.","['Blurry eyesight', 'Difficulty seeing at night', 'Visual impairment']","['Diminished_vision', 'Spots_or_clouds_in_vision', 'Blindness']","Based on your symptoms, I recommend an ophthalmic examination and evaluation, which includes an eye exam. Additionally, we may need to perform other diagnostic procedures on your eyes to determine the cause of your symptoms. Depending on the diagnosis, other therapeutic procedures may be required, such as procedures on your eyelids, conjunctiva, or cornea, lens and cataract procedures, or a corneal transplant. Our ophthalmologic and otologic diagnosis and treatment services can help address your concerns and provide proper care for your condition.","['Ophthalmic examination', 'Eye exam', 'Diagnostic procedures', 'Eyelid procedures', 'Conjunctiva procedures', 'Cornea procedures', 'Lens and cataract procedures', 'Corneal transplant', 'Ophthalmologic diagnosis and treatment', 'Otologic diagnosis and treatment']","['Ophthalmic_examination_and_evaluation_(Eye_exam)', 'Diagnostic_procedures_on_eye', 'Other_diagnostic_procedures_(interview;_evaluation;_consultation)', 'Other_therapeutic_procedures_on_eyelids;_conjunctiva;_cornea', 'Lens_and_cataract_procedures', 'Corneal_transplant', 'Glaucoma_procedures', 'Corneal_disorder', 'Ophthalmologic_and_otologic_diagnosis_and_treatment', 'Diagnostic_procedures_on_ear']"
71,"Doctor, I think I have swallowed a small object, and it's stuck somewhere in my digestive system. What should I do?","['Swallowed object', 'Digestive system', 'Stuck']","['Foreign_body_in_the_gastrointestinal_tract', 'Intestinal_malabsorption', 'Headache']","Based on your symptoms, I recommend we perform a radiographic imaging procedure such as a plain x-ray to locate the foreign body. Depending on where it is, we may need to perform an esophageal dilatation or tracheoscopy and laryngoscopy with biopsy. We'll also need to provide intravenous fluid replacement and perform nonoperative removal if possible. In some cases, we may need to consider intubation to ensure your airway is clear.","['Radiographic imaging procedure', 'Plain x-ray', 'Foreign body', 'Esophageal dilatation', 'Tracheoscopy', 'Laryngoscopy', 'Biopsy', 'Intravenous fluid replacement', 'Nonoperative removal', 'Intubation', 'Airway clearing']","['Radiographic_imaging_procedure', 'Plain_x-ray_(X_ray)', 'Foreign_body_in_the_gastrointestinal_tract', 'Esophageal_dilatation_(Esophageal_dilation)', 'Tracheoscopy_and_laryngoscopy_with_biopsy', 'Vocal_cord_polyp', 'Biopsy', 'Intravenous_fluid_replacement', 'Nonoperative_removal_of_foreign_body', 'Intubation', 'Other_OR_therapeutic_procedures_on_nose;_mouth_and_pharynx']"
72,"Doctor, my eye is red and painful, and my vision has been affected as well. I think I might have endophthalmitis. ","['Eye redness', 'Eye pain', 'Vision loss', 'Endophthalmitis']","['Eye_redness', 'Pain_in_eye', 'Diminished_vision', 'Endophthalmitis']","Based on your symptoms, I recommend that we perform an ophthalmic examination and evaluation (Eye exam) to determine the extent of the infection. We'll also need to perform other therapeutic procedures on your eyelids, conjunctiva, and cornea to help alleviate the symptoms, such as nonoperative removal of any foreign bodies and excision of any skin lesions that may be contributing to the infection. In addition, we'll need to do other diagnostic procedures on your skin and subcutaneous tissue to better understand the root cause of the infection. Finally, we'll want to do a microscopic examination (bacterial smear; culture; toxicology) to determine the type of bacteria causing the infection and to determine the most effective treatment approach.","['ophthalmic examination and evaluation (Eye exam)', 'therapeutic procedures on eyelids', 'conjunctiva', 'and cornea', 'nonoperative removal of foreign bodies', 'excision of skin lesions', 'diagnostic procedures on skin and subcutaneous tissue', 'microscopic examination (bacterial smear; culture; toxicology)']","['Ophthalmic_examination_and_evaluation_(Eye_exam)', 'Other_therapeutic_procedures_on_eyelids;_conjunctiva;_cornea', 'Glaucoma', 'Corneal_disorder', 'Nonoperative_removal_of_foreign_body', 'Excision_of_skin_lesion', 'Other_diagnostic_procedures_on_skin_and_subcutaneous_tissue', 'Microscopic_examination_(bacterial_smear;_culture;_toxicology)']"
